model,unique_id,cutoff,n,scale,mae,wape,mase,pinball,coverage,mean_actual
AutoARIMA,FOODS_2_034_CA_2,2016-03-27,28,1.573901464713715,1.2642987857989172,1.1062614375740525,0.803289668472916,0.38065011318720454,0.8928571428571429,1.1428571428571428
AutoARIMA,FOODS_2_034_CA_2,2016-04-24,28,1.5789473684210527,1.5,0.875,0.95,0.44997037014445485,0.8571428571428571,1.7142857142857142
AutoARIMA,FOODS_2_034_CA_2,2016-05-22,28,1.587360594795539,1.2978256661260161,1.2978256661260161,0.8175997756156871,0.34805246202459117,0.9285714285714286,1.0
AutoARIMA,FOODS_2_070_WI_1,2016-02-28,28,1.016597510373444,1.062434242571236,,1.0450883773863997,0.26658408021698776,1.0,0.0
AutoARIMA,FOODS_2_070_WI_1,2016-03-27,28,0.9853528628495339,0.08051184143470409,,0.0817086390776524,0.06989192733146875,1.0,0.0
AutoARIMA,FOODS_2_070_WI_1,2016-04-24,28,0.9499358151476252,0.006501827648949588,,0.00684449153855639,0.05412336404670791,1.0,0.0
AutoARIMA,FOODS_2_070_WI_1,2016-05-22,28,0.9169764560099133,1.3212742964992241,0.9998832514048183,1.4409031855065864,0.4174688151510533,0.5714285714285714,1.3214285714285714
AutoARIMA,FOODS_2_076_CA_4,2016-02-28,28,0.23098201936376211,0.2764547537495759,1.9351832762470313,1.19686698779008,0.08457967447226043,0.8571428571428571,0.14285714285714285
AutoARIMA,FOODS_2_076_CA_4,2016-03-27,28,0.23302263648468707,0.4634701407476344,1.0814303284111468,1.9889490040084197,0.1640490375469164,0.6428571428571429,0.42857142857142855
AutoARIMA,FOODS_2_076_CA_4,2016-04-24,28,0.24775353016688062,0.35287963133999384,2.470157419379957,1.424317268465571,0.09721244308928789,0.8571428571428571,0.14285714285714285
AutoARIMA,FOODS_2_076_CA_4,2016-05-22,28,0.2503097893432466,0.21739687470420307,3.043556245858843,0.8685112766648112,0.06673074619344616,0.9285714285714286,0.07142857142857142
AutoARIMA,FOODS_2_081_TX_2,2016-02-28,28,1.272475795297372,1.2313329839153007,0.6505155386722342,0.9676671167073505,0.37322806098137146,0.8214285714285714,1.8928571428571428
AutoARIMA,FOODS_2_081_TX_2,2016-03-27,28,1.2862849533954728,1.069771750094683,1.1520618847173512,0.8316755531274399,0.29616452371081414,1.0,0.9285714285714286
AutoARIMA,FOODS_2_081_TX_2,2016-04-24,28,1.2772785622593068,1.0729098041234322,0.7152732027489547,0.8399967210172399,0.30971723834677956,0.75,1.5
AutoARIMA,FOODS_2_081_TX_2,2016-05-22,28,1.2837670384138786,1.1521700307134306,1.194842994813928,0.8974915200634541,0.330429846368524,0.9642857142857143,0.9642857142857143
AutoARIMA,FOODS_2_100_CA_4,2016-02-28,28,1.020746887966805,1.029741461259451,1.06788003389869,1.0088117567623078,0.312664663250849,0.9285714285714286,0.9642857142857143
AutoARIMA,FOODS_2_100_CA_4,2016-03-27,28,1.0359520639147803,0.8646843561207433,0.7810052248832521,0.8346760301371186,0.2488020899022398,0.9285714285714286,1.1071428571428572
AutoARIMA,FOODS_2_100_CA_4,2016-04-24,28,1.03594351732991,0.9442066911274603,0.7775819809284966,0.9114461120053179,0.2766174283751639,0.8571428571428571,1.2142857142857142
AutoARIMA,FOODS_2_100_CA_4,2016-05-22,28,1.0408921933085502,0.9886235933936935,0.8141606063242182,0.9497848093675128,0.2929540535174451,0.7857142857142857,1.2142857142857142
AutoARIMA,FOODS_2_103_WI_1,2016-02-28,28,1.3250345781466113,1.4363618698186618,0.5509333199304456,1.0840184048840213,0.4580646094021875,0.7142857142857143,2.607142857142857
AutoARIMA,FOODS_2_103_WI_1,2016-03-27,28,1.3462050599201065,1.5357142857142858,0.5443037974683544,1.140772926381235,0.47592994607469113,0.7142857142857143,2.8214285714285716
AutoARIMA,FOODS_2_103_WI_1,2016-04-24,28,1.3607188703465982,1.634943765981212,0.49759158095080364,1.201529428018268,0.5606385579818097,0.6428571428571429,3.2857142857142856
AutoARIMA,FOODS_2_103_WI_1,2016-05-22,28,1.3878562577447335,1.3280395738108093,0.4086275611725567,0.9568999429154671,0.4624966299194462,0.7142857142857143,3.25
AutoARIMA,FOODS_2_105_CA_3,2016-02-28,28,1.2420470262793915,1.186531656078755,1.3842869320918811,0.9553033266647438,0.345008431100849,0.8928571428571429,0.8571428571428571
AutoARIMA,FOODS_2_105_CA_3,2016-03-27,28,1.2316910785619175,0.7939014994408691,1.0104200901974698,0.6445621903568569,0.25275900499335435,0.9642857142857143,0.7857142857142857
AutoARIMA,FOODS_2_105_CA_3,2016-04-24,28,1.2297817715019255,0.9315240400547958,1.6301670700958928,0.757471009606144,0.27296433994282926,0.9642857142857143,0.5714285714285714
AutoARIMA,FOODS_2_105_CA_3,2016-05-22,28,1.2193308550185873,0.8744373716178908,1.2242123202650472,0.7171452834305263,0.24641032414761538,0.8928571428571429,0.7142857142857143
